ID,CogTest1,CogTest2,CogTest3,SpeedComp,MusicComp,Gender
44,108.8715449,105.8818186,105.0589942,99.63959117,-24.99225978,Female
45,106.2346164,96.73152486,105.9305474,104.971697,-26.99942328,Male
46,106.7977667,99.6295417,100.0602526,101.5307823,-26.39354348,Female
47,94.07712511,99.72063529,104.6483814,88.23660149,-29.38269231,Female
48,112.1367597,105.0429925,103.8183573,109.8506404,-13.06077802,Female
49,87.71078036,97.16684899,94.92939944,101.2977292,-15.00771723,Male
50,105.3803767,102.1695158,101.0201021,101.6347889,-21.36397215,Male
51,92.63225201,96.37203773,107.3127409,95.4783045,-18.40317583,Male
52,94.75706472,103.3930846,104.2334299,99.4751654,-22.26021631,Male
53,109.4765062,108.4013244,99.72143442,103.4755035,-5.351812227,Female
54,97.80236606,96.53124874,100.3288983,101.9315217,-24.7720347,Female
55,105.9696133,97.34187722,102.4192095,101.4383961,-20.32926484,Female
56,105.5342905,98.55681979,103.895956,100.0591647,-18.49915206,Female
57,99.5424794,100.0186357,101.7114176,101.3498343,-16.29054024,Male
58,88.82615929,95.91899336,99.02045828,97.15867942,-21.03574102,Male
59,93.85860636,99.85161102,98.32115855,98.7766582,-33.34340164,Male
60,97.50867469,97.65615734,103.3635346,95.98217025,-27.58168631,Female
61,110.1633193,101.7636163,105.4085614,100.8136876,-17.84762662,Female
62,87.04914237,98.20841679,90.78474274,101.1309106,-20.06627287,Male
63,96.34078207,97.79778128,101.1196707,99.74985473,-25.64389498,Female
64,106.7866755,100.3098138,100.4528596,99.6921,-20.69495193,Female
65,104.0256172,104.5152501,102.0869689,103.4975796,-24.88981225,Male
66,96.21591201,95.85857075,102.8988916,100.9709113,-18.54641911,Female
67,96.54917403,95.54798495,96.15001377,96.9970133,-28.55059037,Female
68,106.3436524,98.84047914,97.54817559,102.1087049,-17.80435326,Female
69,93.44680678,100.4857776,95.06759243,104.4955445,-18.50952411,Male
70,91.25207442,101.2095356,96.51124067,98.98633719,-19.60827091,Male
71,110.5274432,95.83104187,113.0500143,99.29828094,-19.88506165,Female
72,105.1614829,97.53166213,98.27807449,104.6134607,-18.45596974,Female
73,92.47521502,87.38026024,102.1583626,97.41773353,-23.89406047,Male
74,93.68809637,97.33258005,105.5190283,102.0518904,-20.71501257,Male
75,90.26548694,96.03729741,94.63329223,100.7425625,-16.0151858,Male
76,92.64016124,94.20064249,100.2759066,100.57759,-13.39418539,Male
77,106.3835098,103.9761274,98.5962321,105.5889847,-19.13737112,Female
78,91.35474822,100.0130553,98.39223388,97.43868396,-20.70652159,Male
79,89.73307382,100.9865692,95.60699557,95.28606529,-25.4724102,Male
80,94.83976006,95.11411305,99.83059181,97.64444645,-28.62551744,Female
81,106.3954739,95.84493997,103.5338463,102.4502079,-24.78253715,Female
82,99.36499135,101.7497882,95.3731318,102.1045652,-12.47550136,Female
83,93.08342466,95.7243507,97.8286331,98.6802683,-15.36714689,Male
84,99.8638873,100.4446576,96.09457708,103.7128513,-21.31709376,Male
85,99.9071838,96.04358765,103.935711,99.3465596,-22.5488617,Male
86,89.89810703,95.33822953,101.0025898,93.22148139,-22.5138806,Male
87,109.0270062,104.076619,103.6648112,106.8266856,-14.01807883,Female
88,92.42460093,94.44159018,93.6473304,90.82484688,-21.65466817,Female
89,,96.50009764,100.8347514,95.91455518,-12.4638871,Female
90,97.09049531,99.73569449,96.87365326,95.58564266,-16.11995366,Female
91,88.13268318,92.76763126,96.88097226,105.620531,-12.20412618,Male
92,104.9711903,101.3140103,104.4526906,95.67869641,-25.23957267,Female
93,104.7355603,105.1746959,97.39477335,95.55787595,-19.94977424,Female
94,104.5290432,107.396509,101.2705635,93.90869212,-25.28523034,Female
95,100.8361666,98.43297813,96.59115742,104.6358807,-16.4224459,Male
96,94.17842947,104.5896806,107.1045983,95.32643064,-19.28169415,Male
97,109.4753709,98.55154516,97.82474611,104.5739953,-21.69304326,Female
98,105.9922572,105.9005837,96.34701964,99.68934019,-11.26406959,Female
99,99.518525,98.71270922,106.1967558,97.83969,-18.62588246,Male
100,99.7137229,107.5605763,104.7337299,101.4041303,-14.02073643,Male
101,99.2513044,100.6628346,102.0417505,104.9210829,-15.30884489,Male
102,99.4981351,105.3205981,102.8373743,94.47406489,-24.66065973,Male
103,99.4326736,101.818524,99.4234609,104.7112846,-23.69593945,Male
104,93.20561189,98.07801134,101.9160794,91.57871326,-19.72051818,Male
105,96.23429799,93.31712766,97.71722912,96.97147498,-26.78231467,Female
106,99.4728658,97.09878899,104.5047796,102.3376226,-16.53968731,Male
107,96.628296,100.2421295,101.2675651,101.4958321,-27.68449659,Male
108,109.4722284,103.9886092,99.38057433,101.1911323,-10.24731618,Female
109,87.09742573,96.69877333,96.87328558,95.41521807,-23.00417958,Male
110,97.46125588,101.46301,93.45678851,98.41597623,-9.930216753,Female
111,93.87250197,99.36995141,100.0919031,98.9631508,-22.47511932,Male
112,106.6873315,103.4413717,101.8409017,101.6115771,-25.83372101,Male
113,103.8191457,103.850605,96.55252141,107.0993833,-19.84770279,Male
114,108.4388849,104.621,100.2806638,99.79762967,-19.83514798,Female
115,96.15357757,98.37619622,94.31034782,102.5077944,-30.08109633,Female
116,93.75610891,95.78502221,93.19670935,99.79170175,-13.67749482,Female
117,93.93941715,96.46840597,96.88503353,100.7587381,-26.71759463,Male
118,107.6653561,95.79670833,101.7371185,105.1812043,-17.98629674,Female
119,107.3259643,101.6794451,108.0901968,96.89196735,-17.0312254,Female
120,100.0937201,99.91541986,98.7192539,97.06705136,-19.17168375,Male
121,103.6115229,97.47302967,101.1098426,102.5658291,-20.71275215,Male
122,89.35877543,103.8589668,101.7435486,93.94186027,-18.81389443,Male
123,87.6994255,98.75926877,97.99187311,94.89524185,-26.41215627,Male
124,105.0723185,99.4465987,99.30544858,102.674919,-24.8192793,Female
125,104.4254521,99.87987758,106.3811167,104.7048039,-26.68259082,Male
126,94.75144278,98.77185771,108.375299,94.92501817,-10.5194499,Male
127,91.87706758,99.54952554,94.19799081,100.4739112,-11.01308743,Male
128,112.2120034,100.6105976,109.1552546,105.5909568,-18.42412725,Female
129,105.0397038,103.2680999,99.60825082,101.4382922,-27.3974072,Female
130,94.8280561,101.3311062,100.2560691,99.9188459,-20.0223412,Male
131,94.81813926,94.78181662,95.98627531,97.23796409,-10.9299663,Female
132,108.6337546,106.8117626,104.1113117,102.8990112,-22.85418971,Male
133,89.48683021,101.6956273,96.71079582,96.0792432,-15.21250137,Male
134,94.77590104,100.1556705,99.93317388,95.88486764,-25.84401537,Female
135,104.4372375,103.761398,101.1683506,102.8990696,-15.86376381,Male
136,106.9858998,96.4762838,96.23401825,105.4968901,-25.73503462,Female
137,94.58100017,99.29113347,97.24298138,101.8190909,-27.39024235,Male
138,93.56128207,98.00635213,103.009791,98.84088792,-25.74135129,Male
139,97.75712096,97.19784276,97.12237316,100.8234601,-25.21869724,Female
140,113.1742085,97.88607438,109.636629,107.4338304,-25.46408409,Female
141,100.6269929,104.3380225,97.1411305,103.8261902,-15.55234217,Male
142,106.1376613,96.19177701,108.4944053,96.87741608,-19.5889308,Female
143,101.0326131,95.39701936,105.2324706,103.7792059,-21.94250453,Male
144,95.18860396,96.16792576,102.5647418,94.9400722,-26.51901828,Female
145,97.84799402,97.28191502,100.8678601,104.5118509,-26.09557368,Female
146,106.8927156,100.6397616,100.7443737,99.19608411,-24.60674111,Female
147,96.12212288,97.91523519,94.3965509,100.5849609,-26.71832037,Female
148,96.36221375,104.7672484,100.3881742,92.03239832,-22.68904542,Female
149,108.1162582,104.8951146,101.7337112,101.7461171,-17.16958175,Female
150,109.5966195,110.5971305,104.9404375,101.9614299,-27.0829441,Male
151,108.8671057,105.976847,102.3831118,99.26384638,-11.17845802,Female
152,94.62657443,100.7292386,94.01208787,95.69955315,-27.86852355,Female
153,94.43673543,90.63392919,103.4113699,98.96124328,-20.57914954,Female
154,91.33671823,96.00486082,99.289931,99.19345644,-5.781680552,Male
155,105.3968597,105.0610973,95.87655858,103.2430477,-14.65624114,Female
156,90.28777604,96.65188528,96.32852111,98.03445758,-21.51309897,Male
157,105.0571691,99.36279806,101.6958517,101.2848963,-25.19458253,Female
158,100.5954753,108.1573317,99.96779025,98.93030677,-16.504484,Male
159,109.0124628,99.20024854,101.8286249,105.3571702,-20.07517608,Female
160,94.41106659,92.72125004,97.25066413,97.81824809,-22.24912857,Female
161,102.1693913,103.4478092,102.565792,98.35944488,-18.09268559,Male
162,90.55955746,100.1357249,92.560278,100.902863,-22.93283381,Male
163,108.5105102,107.2809529,101.7320597,100.7253104,-4.048051838,Female
164,93.58932886,103.5175741,98.77010174,99.21855465,-9.918330772,Male
165,95.73811526,105.5012839,91.29674463,96.01772223,-15.32249595,Female
166,100.0312701,97.75349929,97.46021881,96.6631195,-15.72055688,Male
167,99.50523388,100.998102,99.38793476,97.62192555,-23.25729162,Female
168,91.70635892,101.2501263,96.11104176,98.0305299,-14.68532976,Male
169,100.0650219,102.5640853,99.35562875,97.98129539,-22.09156811,Male
170,105.520437,100.6324659,102.0966929,106.2268686,-26.04832747,Female
171,106.1634906,99.33411086,106.2793741,100.151571,-8.700904746,Female
172,103.1693981,106.9746085,98.5787238,102.567225,-25.57382648,Male
173,101.5001253,102.9696407,104.7879696,97.83151368,-21.76517872,Male
174,104.7719665,100.8985758,102.0983103,103.0986504,-23.68970162,Male
175,92.07539455,100.8658063,101.9518193,94.48350144,-25.68245475,Male
176,91.9806426,103.4537009,101.8421474,95.91557824,-16.4061491,Male
177,105.4560209,107.1089496,106.8043107,94.61499544,-29.14168929,Male
178,101.2995024,98.42495005,100.2301669,98.14945513,-21.23713401,Male
179,97.66153918,99.68907121,96.98959637,99.73615954,-23.44577249,Female
180,101.4090644,98.20186093,102.6408572,102.926398,-28.34099622,Male
181,93.90244603,101.6321854,93.29433498,101.7304639,-20.4225043,Male
182,100.0036689,101.9870188,99.94080916,95.87724842,-22.58527718,Female
183,101.0672256,103.106371,101.9636828,97.31069951,-23.55335224,Male
184,93.49941303,102.1231221,98.86451519,97.08805445,-14.11330304,Male
185,104.8427206,106.308187,99.244881,97.61662546,-16.80554386,Female
186,92.87538081,101.8222994,102.396092,96.29479672,-20.54273675,Male
187,109.2536091,99.28307437,106.1077303,98.77484498,-19.06105705,Female
188,91.13320961,93.85144819,98.92897411,99.67932366,-24.42387015,Male
189,105.4059666,97.25166341,101.870156,97.40560189,-21.20804724,Female
190,103.1675571,108.5396556,97.67893525,105.4032627,-13.38694043,Male
191,89.43476016,100.0286371,95.29526957,95.04343387,-20.10048954,Male
192,93.51436181,93.73109915,96.52628704,102.6543135,-19.0292682,Male
193,92.07996161,98.89928292,98.17230454,98.63775109,-7.85143166,Male
194,105.1115271,100.992796,96.72829086,101.6717974,-24.22216552,Female
195,105.5828765,103.1725916,102.4150387,103.8392952,-14.2352457,Male
196,106.0841283,105.005466,105.0293972,100.0912532,-9.257089679,Male
197,94.94946716,101.0924925,101.8709709,93.75858671,-26.38499098,Female
198,99.8830092,97.06379542,108.9917076,102.5660212,-19.89418072,Male
199,109.9839913,101.4306001,99.15267796,99.50572577,-22.33945178,Female
200,108.938092,108.0622332,103.1390861,103.4801676,-22.94499651,Female
201,94.57298116,98.52683034,98.16832053,92.45825938,-26.27430591,Female
202,99.32576737,99.67933639,103.3097296,99.68843146,-25.37726758,Female
203,101.6611944,101.400007,94.18233942,106.3129467,-12.38367702,Male
204,105.0326333,100.0510221,93.65380086,104.0430001,-16.43695431,Female
205,102.4264183,106.4231443,107.2179906,94.20863094,-15.34619409,Male
206,102.8611196,101.9992716,98.3704187,103.5022127,-10.65577774,Male
207,108.2209407,95.88217218,108.7225639,106.7978145,-22.19241078,Male
208,107.4123758,97.53192568,99.71681379,110.5611095,-15.10066131,Female
209,98.6549831,95.58355128,103.8474352,101.3239073,-20.36380867,Female
210,108.6115704,102.0319132,106.0832416,100.8893265,-23.00826991,Female
211,107.1664033,94.13462597,103.6329374,104.4230266,-14.44362365,Female
212,98.79864383,97.26679445,107.998449,95.90658722,-19.77837385,Female
213,88.47999698,104.3106291,98.16808074,96.56606955,-26.39720104,Male
214,86.84830845,100.399873,96.3175167,92.9698309,-21.43073812,Male
215,106.7353207,96.19474109,105.9302577,97.74170647,-11.02865934,Female
216,105.3079762,97.87373488,106.0816796,103.2711948,-12.96704872,Male
217,101.0344712,102.9537734,101.8030906,101.8055526,-28.74624326,Male
218,93.1345813,97.68500301,102.4240006,100.2292258,-19.42966264,Male
219,107.2550774,100.0940672,103.4771268,102.6803337,-14.91401022,Female
220,93.20798652,100.4042565,93.2263015,101.9605726,-29.74618718,Male
221,105.2469923,101.0889599,95.47908736,100.7207115,-11.54861986,Female
222,94.78007091,94.30047431,100.9795615,101.5479285,-23.25056217,Male
223,99.1562867,96.20501385,105.0329725,102.9838733,-18.32801166,Male
224,87.00952675,96.57908577,100.6282043,98.00826382,-21.16383647,Male
225,94.95930924,101.9185843,97.80876159,90.60232786,-10.54305091,Female
226,109.1069993,104.9443041,102.4273233,97.79188984,-28.85328581,Female
227,98.9832864,105.1897059,104.4974613,102.6035701,-20.86764924,Male
228,90.303462,94.9209255,95.72706333,96.03725051,-26.45006114,Male
229,91.25885265,98.18667088,92.86710719,100.3035466,-17.56074361,Female
230,91.77048469,98.86045795,100.0775715,96.89029091,-6.62442679,Male
231,107.47863,97.51626477,107.801205,99.1750202,-29.08698205,Female
232,99.4037146,101.342374,97.15283931,100.3671496,-20.37024453,Female
233,103.5839397,102.7503396,98.22688791,102.8406268,-20.88362474,Male
234,91.90401963,100.347941,93.98621725,98.19849,-10.75044159,Male
235,104.4140332,100.612457,96.44781006,102.5823867,-25.89113401,Female
236,90.97098728,110.2116049,96.57128988,89.87317916,-17.02053096,Male
237,98.1672887,94.01938616,97.71073732,100.5167211,-9.818312716,Female
238,105.6604626,99.69757071,93.2637335,103.3121647,-21.56441785,Female
239,97.3585857,98.29076386,96.5069006,100.4563649,-24.23557151,Female
240,104.9591972,98.45166586,107.5708214,98.61389548,-20.96707104,Female
241,101.6815803,100.6633347,97.0044862,101.4180442,-16.99206903,Male
242,100.6810049,93.62464163,100.8885468,103.7335535,-26.08123802,Male
243,106.6806506,99.87428803,103.1387257,101.9824082,-10.31148659,Female
244,98.97408642,100.6049404,106.7374732,98.47013705,-19.96614809,Female
245,104.3477023,94.40594511,100.6336565,99.80677659,-37.42939436,Female
246,108.7359652,104.8738785,101.5920665,103.2529782,-26.64298891,Male
247,99.01169809,94.85111553,97.39741619,102.0478228,-10.7145984,Female
248,90.21226748,96.83809288,92.33435125,104.3815469,-25.8609821,Male
249,105.5508973,101.4368184,101.6579597,100.9612639,-20.60902069,Male
250,93.83571528,98.62179755,99.72334687,92.28040939,-19.7440985,Female
251,112.1155915,96.86104835,103.8515564,108.2631677,-29.58030809,Female
252,94.12289772,95.61862749,100.8711606,102.2996133,-17.05419576,Male
253,99.66257894,100.8835696,102.8822145,97.31715967,-17.47037981,Female
254,93.44371268,95.46339706,98.96105132,106.3724995,-8.756576608,Male
255,93.57696452,96.63528255,101.7846012,100.1220265,-13.79291406,Male
256,108.5502298,101.2835717,100.9280535,101.6614018,-19.50913814,Female
257,90.93212338,102.649628,103.3031777,92.66924189,-20.49514257,Male
258,91.70443689,92.99433602,103.090637,92.89361052,-16.36355941,Male
259,94.47847054,100.0137137,93.81444268,100.8299076,-25.32452087,Male
260,109.0050029,100.4620732,99.62726956,104.4343519,-19.36747166,Female
261,106.1050651,100.1905216,104.1623332,98.77559212,-17.88275316,Female
262,106.8506097,106.2980902,98.6916699,98.23540525,-16.69763985,Female
263,105.6661004,102.0130704,101.682462,105.3975233,-26.80598581,Male
264,98.91763044,104.3211348,95.86554447,97.63183311,-11.22589077,Female
265,94.03114649,100.5544154,97.07897542,103.5912541,-15.78729974,Male
266,89.05941127,97.36397758,95.14152948,100.1096634,-4.957333109,Male
267,109.0335326,99.87512667,104.1890196,102.8787292,-31.34016286,Female
268,100.9747579,108.3922439,103.9788196,93.85726859,-23.53887674,Male
269,108.5480973,106.8235708,95.32956633,105.3093472,-30.28701378,Female
270,101.310997,99.09885827,98.41198089,99.6470093,-22.52598739,Male
271,101.6104387,103.8248741,103.1355304,99.21256159,-18.13915174,Male
272,93.04701346,97.47788292,99.11658519,99.98937722,-9.784576484,Male
273,100.7105758,104.4106969,99.28989043,97.78117292,-22.66030883,Male
274,95.44210432,97.3833486,97.88151771,95.7215179,-27.1915825,Female
275,109.187068,102.2710402,106.5286694,99.49711838,-21.84428549,Female
276,104.2146531,103.5038113,100.8677901,102.9561029,-16.27367478,Male
277,105.3645577,94.83626675,101.4813182,105.3708238,-18.90858685,Female
278,109.0403992,101.0152253,101.2105747,107.0836856,-12.08959441,Female
279,101.8172725,106.3362638,102.896071,101.0433541,-21.79345588,Male
280,102.3003849,108.6192236,89.9189101,107.3430207,-29.88933045,Male
281,92.29137027,90.96710747,103.2425112,96.08053891,-14.29100918,Male
282,97.54927726,98.79605788,103.0677378,99.61604431,-26.67873772,Female
283,107.6317762,104.0966265,107.3406551,105.1281585,-16.29820115,Male
284,98.59881579,96.5354485,99.53438892,105.5320801,-16.9190377,Female
285,96.49163883,100.3598293,100.7008099,96.30211855,-17.78324538,Female
286,103.1553918,99.04675511,96.80870777,111.0975582,-9.656635216,Male
287,,97.0975705,100.5240094,102.0982161,-21.2368674,Male
288,93.68306081,86.26657187,97.58892327,104.8916514,-27.88517084,Male
289,101.5381642,103.3758256,98.52309648,102.0087672,-19.61915542,Male
290,106.6692665,98.04914251,109.1081259,100.300794,-21.39186471,Female
291,102.2742817,98.90115837,99.46171557,104.6792799,-16.18963803,Male
292,101.9109618,103.7124682,106.2493433,93.39112993,-10.19213429,Male
293,100.2261909,94.74615843,104.9542781,98.54771854,-30.84996548,Male
294,106.7603156,104.1033535,102.893781,100.5876535,-21.28331571,Male
295,95.74758334,102.4920084,96.37991207,99.66240085,-19.57780315,Female
296,90.79095454,101.0786236,100.962676,92.62423101,-16.70175398,Male
297,102.1446502,96.58635874,102.5679539,100.2902768,-24.18094128,Male
298,87.71205767,106.2249661,88.72873483,94.52785196,-17.65660435,Male
299,94.04706435,99.91013523,105.9003496,99.62719747,-17.71153245,Male
300,93.00768707,100.379673,99.11339564,91.49899411,-20.07423662,Male
301,94.14848643,92.64236221,98.37337739,105.0792317,-20.74660992,Male
302,89.30334145,95.07149414,98.51774335,98.94183709,-11.19953244,Male
303,115.1003021,106.353409,108.6709199,100.9154528,-15.95642794,Female
304,98.63843173,95.04138368,102.1486156,100.6872933,-8.261448421,Female
305,102.0287194,99.41718436,95.9745593,108.3431857,-21.61424607,Male
306,105.3340896,105.9115747,99.49455135,99.57249516,-27.46730911,Female
307,94.49101558,92.44434362,103.5942635,101.9590131,-22.37421754,Male
308,95.40211312,94.6527265,101.1062415,95.36124231,-19.41562007,Female
309,98.21766716,102.6373161,99.42955938,98.60608377,-21.4303217,Female
310,,96.40990972,93.894678,106.520304,-22.47096774,Female
311,92.70945742,91.15431569,101.7458889,99.26392403,-29.46330829,Male
312,91.31489969,101.8305205,96.38107202,96.81011618,-24.78365657,Male
313,87.95820796,100.5455606,100.6774823,92.67004737,-26.5774207,Male
314,101.1510476,97.52430396,100.2543334,104.6491322,-18.15014751,Male
315,90.66224816,97.35938728,104.5984938,96.71984723,-17.93122926,Male
316,90.94612512,97.85618325,102.4480825,94.2594535,-10.76211147,Male
317,93.60571922,100.8008579,98.72046444,98.28483418,-21.97708515,Male
318,92.87453757,91.21631754,99.20462436,101.2895081,-14.3096639,Male
319,89.18598791,103.328571,92.21197311,99.05784765,-22.87553352,Male
320,91.96727664,98.85211629,101.7736977,100.2036816,-29.08932077,Male
321,105.1584421,104.638674,109.3599959,100.162321,-17.39278006,Male
322,91.49972568,88.84529879,95.3289644,99.33188735,-23.11722,Female
323,88.96957309,97.917854,100.3677931,100.6644706,-25.0073542,Male
324,97.68083633,95.79123801,100.474831,98.33907978,-24.53988566,Female
325,108.7699148,96.42240467,101.568283,102.9160605,-13.46297903,Female
326,93.7674678,103.1404207,95.92297982,97.10481199,-10.5654025,Male
327,110.4843251,105.4837116,101.8909983,101.2588383,-13.95581381,Female
328,98.96325683,104.9079445,94.09843695,100.4355917,-21.63894796,Female
329,95.37528656,99.28771508,97.22699578,94.88235148,-27.85807725,Female
330,103.3547015,93.98939929,99.15442113,108.1821443,-18.66455701,Male
331,103.352756,99.12611342,103.8814707,104.0287755,-13.3194009,Male
332,97.72489614,95.85404133,96.43046947,99.98578512,-14.97563362,Female
333,105.4395351,99.40770883,100.4642905,102.3296745,-18.11289939,Female
334,106.7649372,97.22998788,103.5667637,99.66441659,-18.66669157,Female
335,95.00173658,99.17995479,93.73384695,99.25305983,-25.06169234,Female
336,92.09257111,101.5476265,99.69603844,95.07849171,-17.33716805,Male
337,90.38221927,97.75276292,98.40464653,101.5304081,-19.66521733,Male
338,102.3192974,109.6741555,99.09459809,99.51422966,-19.59216566,Male
339,99.43640941,98.76894044,92.88815944,105.9297784,-21.21177045,Female
340,92.83428421,102.0799632,100.6056573,97.46563426,-26.94809152,Male
341,98.33211833,99.85130418,103.614511,95.75422007,-23.55645962,Female
342,100.2554539,105.1914173,98.49232077,95.80609161,-15.4036077,Male
343,100.6799797,97.6255027,98.5739176,103.331305,-19.7664313,Male
344,98.87810386,97.03838166,100.4082033,103.7782663,-19.91211913,Female
345,97.97329669,99.61554624,96.37193562,93.4198964,-21.11790181,Female
346,94.67707208,103.6184836,105.6150747,96.45841033,-11.59645504,Male
347,100.5417162,104.0368583,101.8685928,101.4154354,-19.88908658,Male
348,104.2071442,106.669217,93.28401081,104.6469856,-18.50482393,Male
349,98.87616589,97.75853443,106.8660768,94.80027391,-19.10467559,Female
350,94.32680219,95.85929383,102.2089379,99.84603295,-25.77939908,Male
351,104.4775157,96.63851169,105.433517,102.2692667,-20.39880064,Male
352,106.29805,100.3228743,104.0397531,96.299073,-12.27846775,Female
353,106.9439467,96.70100759,100.5704415,105.4712949,-17.25124844,Female
354,91.76418757,98.60780593,96.2870582,101.4561168,-28.71216974,Male
355,106.5718256,101.836545,102.1132584,102.9586233,-19.53594634,Female
356,98.78202133,99.75684504,101.3454775,98.14473784,-16.64062836,Female
357,93.90806714,94.76615926,103.5369977,105.3286809,-20.44967942,Male
358,87.50914964,102.0692277,88.46505657,99.14308264,-15.30381381,Male
359,104.8227675,103.9383456,109.4754728,101.8702787,-21.03601138,Male
360,85.51593188,105.2357479,91.43800906,94.48937669,-26.30776267,Male
361,104.1267605,97.18096011,103.4350592,107.4333729,-15.62329233,Male
362,99.88473866,97.02418719,103.3197112,98.62624757,-18.42400854,Female
363,108.8362116,97.24848682,101.3140373,103.1614645,-16.73805285,Female
364,105.4818127,97.66432508,108.8723442,104.6086914,-13.75363821,Male
365,92.06864552,95.73347682,103.1266031,99.62261766,-18.81496308,Male
366,107.6698619,97.41790965,104.1916034,100.0178261,-29.77746972,Female
367,93.46177374,94.04125899,100.7535004,99.92852501,-19.27375861,Male
368,94.22654545,95.15859573,101.6542678,101.6594974,-29.82453171,Male
369,98.50535378,100.2178262,99.17574679,97.45776934,-23.18625864,Female
370,97.57248446,92.8375612,100.5084322,102.1442228,-14.27792125,Female
371,104.2348098,104.0949644,102.9340826,104.0037072,-30.32390397,Male
372,85.79144586,94.12055374,93.31081702,100.0859575,-19.36207628,Male
373,98.94489535,92.57386563,103.9631436,101.1211339,-23.65201098,Female
374,106.3364748,98.55217589,98.8197167,105.0969006,-21.8071819,Female
375,91.91781917,99.28979507,95.94028321,100.1349178,-14.14278485,Male
376,107.6217713,107.5577332,98.20434648,102.9382173,-17.26394798,Female
377,105.8394704,97.65786217,101.4400032,100.4362311,-12.2335516,Female
378,109.7939783,100.6723582,105.0338908,101.1378167,-26.79921324,Female
379,106.6923889,99.29059326,101.4408527,98.76348499,-25.2167621,Female
380,105.5611005,105.8368986,96.89503997,106.2528065,-24.52982175,Male
381,98.53299518,98.88097085,101.9589594,94.97800386,-20.7778121,Female
382,99.98569385,100.6038457,97.34236375,98.4617933,-26.01080801,Female
383,89.84962212,91.31891641,93.75607364,100.7823467,-24.91920968,Male
384,111.5010099,103.8095902,101.6628319,105.9847245,-25.84731481,Female
385,108.5655056,99.8253949,100.2072687,104.1316905,-16.37414355,Female
386,103.561591,103.6080946,105.6759871,100.6478653,-16.70727447,Male
387,105.4983549,107.07891,98.2962218,97.20653033,-14.50140406,Female
388,107.8495706,94.79137022,108.0528363,101.6628273,-4.0306018,Female
389,105.9325535,104.1978528,95.01155218,101.2673978,-21.08154239,Female
390,105.1443036,95.05567888,100.5383328,101.791834,-15.8899114,Female
